[2017-08-14 13:55:53] Initial creationg of this log file.

[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:17] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v1/phs000001.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:18] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v1/phs000001.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:20] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v1/phs000001.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:22] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v1/phs000001.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:24] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v1/phs000001.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:25] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v2/phs000001.v2_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:26] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v2/phs000001.v2_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:27] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v2/phs000001.v2_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:28] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v2/phs000001.v2_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:30] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v2/phs000001.v2_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:32] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000429/phs000429.v1/phs000429.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:33] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000429/phs000429.v1/phs000429.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:33] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000429/phs000429.v1/phs000429.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:34] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000429/phs000429.v1/phs000429.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:36] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000429/phs000429.v1/phs000429.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:38] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v3/phs000001.v3_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:45] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v3/phs000001.v3_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:49] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v3/phs000001.v3_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:52] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v3/phs000001.v3_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:52] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000001/phs000001.v3/phs000001.v3_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:53] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000003/phs000003.v1/phs000003.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:54] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000003/phs000003.v1/phs000003.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:54] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000003/phs000003.v1/phs000003.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:55] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000003/phs000003.v1/phs000003.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:56] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000003/phs000003.v1/phs000003.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:56] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000004/phs000004.v1/phs000004.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:56:57] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000004/phs000004.v1/phs000004.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:00] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000004/phs000004.v1/phs000004.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:01] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000004/phs000004.v1/phs000004.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:02] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000004/phs000004.v1/phs000004.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:03] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000005/phs000005.v1/phs000005.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:04] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000005/phs000005.v1/phs000005.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:05] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000005/phs000005.v1/phs000005.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:09] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000005/phs000005.v1/phs000005.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:10] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000005/phs000005.v1/phs000005.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:15] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000006/phs000006.v1/phs000006.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:17] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000006/phs000006.v1/phs000006.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:18] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000006/phs000006.v1/phs000006.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:19] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000006/phs000006.v1/phs000006.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:31] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000006/phs000006.v1/phs000006.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:34] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000007/phs000007.v1/phs000007.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:38] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000007/phs000007.v1/phs000007.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:39] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000007/phs000007.v1/phs000007.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:40] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000007/phs000007.v1/phs000007.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:41] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000007/phs000007.v1/phs000007.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:41] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000008/phs000008.v1/phs000008.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:42] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000008/phs000008.v1/phs000008.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:44] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000008/phs000008.v1/phs000008.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:47] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000008/phs000008.v1/phs000008.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:48] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000008/phs000008.v1/phs000008.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:49] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000009/phs000009.v1/phs000009.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:50] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000009/phs000009.v1/phs000009.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:52] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000009/phs000009.v1/phs000009.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:53] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000009/phs000009.v1/phs000009.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:54] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000009/phs000009.v1/phs000009.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:56] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000010/phs000010.v1/phs000010.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:58] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000010/phs000010.v1/phs000010.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:58] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000010/phs000010.v1/phs000010.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:57:59] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000010/phs000010.v1/phs000010.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:00] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000010/phs000010.v1/phs000010.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:01] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000011/phs000011.v1/phs000011.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:02] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000011/phs000011.v1/phs000011.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:03] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000011/phs000011.v1/phs000011.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:04] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000011/phs000011.v1/phs000011.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:05] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000011/phs000011.v1/phs000011.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:06] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000012/phs000012.v1/phs000012.v1_study_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:08] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000012/phs000012.v1/phs000012.v1_study_dataset_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:09] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000012/phs000012.v1/phs000012.v1_study_variable_info.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:12] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000012/phs000012.v1/phs000012.v1_study_variable_code_value.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:15] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000012/phs000012.v1/phs000012.v1_study_id_variable_name.txt.gz  
[INFO] [Commons::ftpDownload->.local->lapply->FUN->handleMetaFiles->downloadByStudy->downloadFile->tryCatch] [2017-08-14 13:58:18] Processed URL --- ftp://ftp.ncbi.nlm.nih.gov/dbgap/r-tool/studies/phs000013/phs000013.v1/phs000013.v1_study_info.txt.gz  
